  -8.0842484e-01  -4.3632649e-01  -8.6207774e-01  -1.1718694e+00  -1.5927828e+00   2.3830125e-01   4.7221462e-01  -2.8882628e-01  -4.1126016e+00
  -9.5297138e-01   1.7627143e+00  -1.7934036e+00  -1.2935585e+00   2.4027518e-01   7.2999923e-01   5.7486644e-01   5.8031884e-01  -9.1059321e-01
  -5.6958893e-01  -1.2765827e+00  -9.6070914e-01  -1.0895472e-01   9.7482131e-01  -2.1222273e-01  -1.5641662e-01   3.0585959e-01  -4.1808192e+00
  -6.8440259e-01  -7.5534072e-01  -1.7205190e+00  -1.5446979e+00   1.6402736e+00  -1.2814043e+00   2.9930704e-01   5.3374072e-02   2.6173662e-01
  -1.7026794e+00   4.6376693e-01  -1.6456094e+00  -1.6894587e+00   2.3938486e-01   8.4614971e-01   3.6068620e-01  -3.4702094e-01  -2.7877668e+00
  -1.1965469e+00  -1.6575586e+00   1.0558110e+00   4.4175776e-02  -2.1024299e-01  -1.1471549e+00  -2.8881714e-01  -1.4967415e-01  -7.1246100e+00
  -1.1729548e+00  -9.8558037e-01   3.4054168e-01   7.5878325e-01  -7.3948689e-01   8.4093852e-01   8.1715716e-02   5.9604497e-01  -4.4035576e+00
   4.0164373e-01  -1.4847574e+00  -1.2750645e+00  -1.8337886e+00  -1.4605442e+00  -1.4743165e+00   2.5133561e-01   1.9761462e-01  -2.7935940e+00
  -9.1472206e-01  -3.5829982e-02   9.9128468e-01   1.2840701e+00  -1.3752011e+00   3.2139607e-01  -1.8431384e-01  -5.6278467e-01   8.8027221e+00
  -1.0115544e+00   1.1047013e+00  -9.8325668e-02  -1.3384104e+00   3.9566908e-01  -1.1309618e-01  -2.4583054e-01  -7.3813909e-02   9.0518037e+00
   6.5857409e-01   1.9550066e-01  -1.5828880e+00   6.6531050e-01   3.1696975e-01   4.2607973e-01  -5.4407765e-01  -3.1306767e-01  -2.6368459e+00
   8.5331836e-01   9.7945676e-01  -1.4723557e+00  -1.8561110e-01  -1.8492067e+00  -4.6990434e-01   8.9690273e-02   2.2441860e-01  -8.7790104e-01
   6.3928321e-01   1.8598573e-01   6.0586801e-01   2.9353462e-01  -1.3773504e+00  -1.8735035e+00  -5.3340955e-01   1.8573994e-01   4.3281915e+00
